,country,year,sex,age,suicides_no,population,crude_rate_per_100k
28434,Panama,1980,male,15-24,5,202000.0,2.4752475247524752
28435,Panama,1980,male,25-34,11,146000.0,7.534246575342466
28436,Panama,1980,male,35-54,9,166000.0,5.421686746987952
28437,Panama,1980,male,05-14,2,257000.0,0.7782101167315175
28438,Panama,1980,male,55-74,2,79000.0,2.531645569620253
28439,Panama,1980,male,75+,4,11000.0,36.36363636363637
28440,Panama,1981,female,15-24,2,197000.0,1.015228426395939
28441,Panama,1981,female,25-34,0,140000.0,0.0
28442,Panama,1981,female,35-54,1,161000.0,0.6211180124223602
28443,Panama,1981,female,05-14,1,252000.0,0.3968253968253968
28444,Panama,1981,female,55-74,2,77000.0,2.5974025974025974
28445,Panama,1981,female,75+,0,13000.0,0.0
28446,Panama,1981,male,15-24,6,207000.0,2.8985507246376816
28447,Panama,1981,male,25-34,13,148000.0,8.783783783783784
28448,Panama,1981,male,35-54,8,169000.0,4.733727810650888
28449,Panama,1981,male,05-14,1,261000.0,0.3831417624521073
28450,Panama,1981,male,55-74,2,79000.0,2.531645569620253
28451,Panama,1981,male,75+,1,12000.0,8.333333333333334
28452,Panama,1982,female,15-24,3,209000.0,1.4354066985645935
28453,Panama,1982,female,25-34,0,144000.0,0.0
28454,Panama,1982,female,35-54,2,164000.0,1.2195121951219512
28455,Panama,1982,female,05-14,0,258000.0,0.0
28456,Panama,1982,female,55-74,0,75000.0,0.0
28457,Panama,1982,female,75+,0,16000.0,0.0
28458,Panama,1982,male,15-24,6,216000.0,2.7777777777777777
28459,Panama,1982,male,25-34,5,150000.0,3.3333333333333335
28460,Panama,1982,male,35-54,14,173000.0,8.092485549132949
28461,Panama,1982,male,05-14,0,269000.0,0.0
28462,Panama,1982,male,55-74,4,80000.0,5.0
28463,Panama,1982,male,75+,1,15000.0,6.666666666666667
28464,Panama,1983,female,15-24,3,216000.0,1.3888888888888888
28465,Panama,1983,female,25-34,1,149000.0,0.6711409395973155
28466,Panama,1983,female,35-54,1,169000.0,0.591715976331361
28467,Panama,1983,female,05-14,2,260000.0,0.7692307692307692
28468,Panama,1983,female,55-74,0,78000.0,0.0
28469,Panama,1983,female,75+,0,16000.0,0.0
28470,Panama,1983,male,15-24,11,221000.0,4.97737556561086
28471,Panama,1983,male,25-34,6,156000.0,3.846153846153846
28472,Panama,1983,male,35-54,5,178000.0,2.8089887640449436
28473,Panama,1983,male,05-14,0,271000.0,0.0
28474,Panama,1983,male,55-74,7,83000.0,8.433734939759036
28475,Panama,1983,male,75+,3,15000.0,20.0
28476,Panama,1984,female,15-24,2,209800.0,0.9532888465204957
28477,Panama,1984,female,25-34,1,148900.0,0.6715916722632639
28478,Panama,1984,female,35-54,1,171700.0,0.5824111822947
28479,Panama,1984,female,05-14,0,269600.0,0.0
28480,Panama,1984,female,55-74,1,83800.0,1.1933174224343677
28481,Panama,1984,female,75+,0,14100.0,0.0
28482,Panama,1984,male,15-24,6,219600.0,2.73224043715847
28483,Panama,1984,male,25-34,6,158700.0,3.780718336483932
28484,Panama,1984,male,35-54,4,180400.0,2.2172949002217295
28485,Panama,1984,male,05-14,1,279400.0,0.35790980672870437
28486,Panama,1984,male,55-74,7,86000.0,8.13953488372093
28487,Panama,1984,male,75+,0,11900.0,0.0
28488,Panama,1985,female,15-24,4,228100.0,1.7536168347216132
28489,Panama,1985,female,25-34,3,160000.0,1.875
28490,Panama,1985,female,35-54,1,182000.0,0.5494505494505494
28491,Panama,1985,female,05-14,1,263200.0,0.37993920972644374
28492,Panama,1985,female,55-74,3,83000.0,3.6144578313253013
28493,Panama,1985,female,75+,0,16000.0,0.0
28494,Panama,1985,male,15-24,10,233200.0,4.288164665523157
28495,Panama,1985,male,25-34,15,168000.0,8.928571428571429
28496,Panama,1985,male,35-54,14,190000.0,7.36842105263158
28497,Panama,1985,male,05-14,0,274200.0,0.0
28498,Panama,1985,male,55-74,2,87000.0,2.2988505747126435
28499,Panama,1985,male,75+,3,15000.0,20.0
28500,Panama,1986,female,15-24,8,232900.0,3.4349506225848
28501,Panama,1986,female,25-34,2,163400.0,1.2239902080783354
28502,Panama,1986,female,35-54,3,185800.0,1.6146393972012916
28503,Panama,1986,female,05-14,1,268800.0,0.3720238095238095
28504,Panama,1986,female,55-74,0,84800.0,0.0
28505,Panama,1986,female,75+,1,16400.0,6.097560975609756
28506,Panama,1986,male,15-24,17,238100.0,7.139857202855944
28507,Panama,1986,male,25-34,15,171600.0,8.741258741258742
28508,Panama,1986,male,35-54,18,194000.0,9.278350515463918
28509,Panama,1986,male,05-14,2,280000.0,0.7142857142857143
28510,Panama,1986,male,55-74,14,88800.0,15.765765765765765
28511,Panama,1986,male,75+,1,15300.0,6.5359477124183005
28512,Panama,1987,female,15-24,8,237800.0,3.36417157275021
28513,Panama,1987,female,25-34,5,166900.0,2.9958058717795084
28514,Panama,1987,female,35-54,4,189800.0,2.107481559536354
28515,Panama,1987,female,05-14,1,274400.0,0.36443148688046645
28516,Panama,1987,female,55-74,3,86600.0,3.464203233256351
28517,Panama,1987,female,75+,0,16600.0,0.0
28518,Panama,1987,male,15-24,16,243100.0,6.58165364047717
28519,Panama,1987,male,25-34,18,175200.0,10.273972602739725
28520,Panama,1987,male,35-54,16,198200.0,8.072653884964682
28521,Panama,1987,male,05-14,2,285900.0,0.6995452955578874
28522,Panama,1987,male,55-74,9,90700.0,9.922822491730981
28523,Panama,1987,male,75+,3,15600.0,19.23076923076923
28524,Panama,1988,female,15-24,9,242006.0,3.7189160599323987
28525,Panama,1988,female,25-34,1,182061.0,0.5492664546498152
28526,Panama,1988,female,35-54,4,206867.0,1.9336095172260437
28527,Panama,1988,female,05-14,2,278724.0,0.7175557182015183
28528,Panama,1988,female,55-74,4,90288.0,4.430267588162325
28529,Panama,1988,female,75+,1,21630.0,4.623208506703652
28530,Panama,1988,male,15-24,19,249617.0,7.611661064751198
28531,Panama,1988,male,25-34,20,184509.0,10.839579641101519
28532,Panama,1988,male,35-54,19,208538.0,9.11104930516261
28533,Panama,1988,male,05-14,1,290522.0,0.34420801178568233
28534,Panama,1988,male,55-74,5,91079.0,5.489739676544539
28535,Panama,1988,male,75+,2,18469.0,10.828956630028697
28536,Panama,1989,female,15-24,4,246800.0,1.6207455429497568
28537,Panama,1989,female,25-34,1,188050.0,0.5317734645041212
28538,Panama,1989,female,35-54,3,214541.0,1.398334117954144
28539,Panama,1989,female,05-14,0,280439.0,0.0
28540,Panama,1989,female,55-74,1,93400.0,1.070663811563169
28541,Panama,1989,female,75+,0,22581.0,0.0
28542,Panama,1989,male,15-24,17,254642.0,6.676039302236081
28543,Panama,1989,male,25-34,18,190591.0,9.444307443688317
28544,Panama,1989,male,35-54,15,215756.0,6.952297966221101
28545,Panama,1989,male,05-14,1,292622.0,0.34173780508642554
28546,Panama,1989,male,55-74,6,93894.0,6.390184676337146
28547,Panama,1989,male,75+,4,19163.0,20.873558419871628
28548,Panama,1996,female,15-24,5,273332.0,1.8292772159864195
28549,Panama,1996,female,25-34,3,229521.0,1.3070699413125597
28550,Panama,1996,female,35-54,3,278702.0,1.076418540232937
28551,Panama,1996,female,05-14,1,296877.0,0.3368398360263678
28552,Panama,1996,female,55-74,2,118953.0,1.6813363261119938
28553,Panama,1996,female,75+,1,30136.0,3.318290416777276
28554,Panama,1996,male,15-24,23,282819.0,8.132409774449382
28555,Panama,1996,male,25-34,30,232978.0,12.87675231137704
28556,Panama,1996,male,35-54,30,277304.0,10.818451951648733
28557,Panama,1996,male,05-14,0,309820.0,0.0
28558,Panama,1996,male,55-74,11,116725.0,9.423859498822019
28559,Panama,1996,male,75+,4,25684.0,15.573898146706119
28560,Panama,1997,female,15-24,8,275779.0,2.9008735255403786
28561,Panama,1997,female,25-34,2,235216.0,0.8502822937215155
28562,Panama,1997,female,35-54,7,289218.0,2.4203196204938835
28563,Panama,1997,female,05-14,0,299645.0,0.0
28564,Panama,1997,female,55-74,2,123175.0,1.623706109194236
28565,Panama,1997,female,75+,2,31304.0,6.3889598773319705
28566,Panama,1997,male,15-24,24,285627.0,8.402566984213678
28567,Panama,1997,male,25-34,45,238869.0,18.838777740100223
28568,Panama,1997,male,35-54,37,287568.0,12.866522005230067
28569,Panama,1997,male,05-14,1,312443.0,0.3200583786482655
28570,Panama,1997,male,55-74,12,120516.0,9.957184108334163
28571,Panama,1997,male,75+,5,26850.0,18.621973929236496
28572,Panama,1998,female,15-24,9,277912.0,3.238435188117102
28573,Panama,1998,female,25-34,4,240696.0,1.661847309469206
28574,Panama,1998,female,35-54,7,300007.0,2.3332788901592294
28575,Panama,1998,female,05-14,0,302283.0,0.0
28576,Panama,1998,female,55-74,3,127666.0,2.3498817226199615
28577,Panama,1998,female,75+,1,32466.0,3.080145382862071
28578,Panama,1998,male,15-24,36,288189.0,12.491802254770308
28579,Panama,1998,male,25-34,34,244555.0,13.902803050438552
28580,Panama,1998,male,35-54,30,298156.0,10.061846818444035
28581,Panama,1998,male,05-14,0,314942.0,0.0
28582,Panama,1998,male,55-74,21,124577.0,16.85704423770038
28583,Panama,1998,male,75+,3,27984.0,10.72041166380789
28584,Panama,1999,female,15-24,6,280022.0,2.142688788738028
28585,Panama,1999,female,25-34,5,245958.0,2.032867400125225
28586,Panama,1999,female,35-54,3,311124.0,0.964245766961083
28587,Panama,1999,female,05-14,2,304856.0,0.6560474453512478
28588,Panama,1999,female,55-74,2,132455.0,1.5099467743762034
28589,Panama,1999,female,75+,1,33654.0,2.9714149878171985
28590,Panama,1999,male,15-24,27,290738.0,9.28671174734641
28591,Panama,1999,male,25-34,39,250022.0,15.598627320795769
28592,Panama,1999,male,35-54,34,309108.0,10.999391798335857
28593,Panama,1999,male,05-14,1,317395.0,0.3150648245876589
28594,Panama,1999,male,55-74,18,128928.0,13.961280714817573
28595,Panama,1999,male,75+,5,29088.0,17.189218921892188
28596,Panama,2000,female,15-24,8,282291.0,2.8339550322185265
28597,Panama,2000,female,25-34,7,250976.0,2.7891113094479154
28598,Panama,2000,female,35-54,1,322587.0,0.3099938931203055
28599,Panama,2000,female,05-14,0,307472.0,0.0
28600,Panama,2000,female,55-74,3,137558.0,2.1808982392881546
28601,Panama,2000,female,75+,0,34891.0,0.0
28602,Panama,2000,male,15-24,25,293406.0,8.520616483643824
28603,Panama,2000,male,25-34,30,255237.0,11.753781779287486
28604,Panama,2000,male,35-54,44,320403.0,13.732705374169406
28605,Panama,2000,male,05-14,2,319906.0,0.6251836476965109
28606,Panama,2000,male,55-74,13,133582.0,9.731850099564312
28607,Panama,2000,male,75+,10,30201.0,33.111486374623354
28608,Panama,2001,female,15-24,9,284647.0,3.1618109447842415
28609,Panama,2001,female,25-34,4,255633.0,1.5647432060805921
28610,Panama,2001,female,35-54,5,333840.0,1.4977234603402827
28611,Panama,2001,female,05-14,0,310343.0,0.0
28612,Panama,2001,female,55-74,4,142343.0,2.8101135988422334
28613,Panama,2001,female,75+,1,36391.0,2.747932181033772
28614,Panama,2001,male,15-24,34,295927.0,11.489320001216516
28615,Panama,2001,male,25-34,40,260141.0,15.3762767114757
28616,Panama,2001,male,35-54,36,331590.0,10.856780964444042
28617,Panama,2001,male,05-14,2,322658.0,0.6198513596439574
28618,Panama,2001,male,55-74,20,137839.0,14.509681585037617
28619,Panama,2001,male,75+,7,31630.0,22.13088839709137
28620,Panama,2002,female,15-24,6,287290.0,2.088482021650597
28621,Panama,2002,female,25-34,6,260156.0,2.3063085225787603
28622,Panama,2002,female,35-54,8,345505.0,2.3154512959291473
28623,Panama,2002,female,05-14,2,313540.0,0.6378771448618996
28624,Panama,2002,female,55-74,5,147510.0,3.3896007050369463
28625,Panama,2002,female,75+,3,37924.0,7.910557958021306
28626,Panama,2002,male,15-24,27,298701.0,9.039139473922083
28627,Panama,2002,male,25-34,27,264880.0,10.193295077016007
28628,Panama,2002,male,35-54,45,343226.0,13.110894862277334
28629,Panama,2002,male,05-14,2,325809.0,0.6138565846861197
28630,Panama,2002,male,55-74,26,142461.0,18.2506089385867
28631,Panama,2002,male,75+,3,33044.0,9.078804018883911
28632,Panama,2003,female,15-24,10,290113.0,3.446932746895175
28633,Panama,2003,female,25-34,3,264433.0,1.1345028797464765
28634,Panama,2003,female,35-54,6,357483.0,1.6784014904205236
28635,Panama,2003,female,05-14,0,317030.0,0.0
28636,Panama,2003,female,55-74,2,153054.0,1.306728344244515
28637,Panama,2003,female,75+,0,39497.0,0.0
28638,Panama,2003,male,15-24,48,301615.0,15.914327868308936
28639,Panama,2003,male,25-34,41,269356.0,15.22149126063648
28640,Panama,2003,male,35-54,51,355206.0,14.35786557659499
28641,Panama,2003,male,05-14,3,329290.0,0.9110510492271251
28642,Panama,2003,male,55-74,21,147444.0,14.242695531862944
28643,Panama,2003,male,75+,10,34443.0,29.033475597363758
28644,Panama,2004,female,15-24,14,292925.0,4.779380387471195
28645,Panama,2004,female,25-34,9,268312.0,3.3543039446614387
28646,Panama,2004,female,35-54,9,369619.0,2.4349397622957696
28647,Panama,2004,female,05-14,2,320682.0,0.6236708016040813
28648,Panama,2004,female,55-74,0,158950.0,0.0
28649,Panama,2004,female,75+,0,41133.0,0.0
28650,Panama,2004,male,15-24,28,304470.0,9.196308339081025
28651,Panama,2004,male,25-34,43,273441.0,15.725512999147897
28652,Panama,2004,male,35-54,50,367374.0,13.61010849978496
28653,Panama,2004,male,05-14,3,332938.0,0.9010686674395834
28654,Panama,2004,male,55-74,22,152775.0,14.400261822942236
28655,Panama,2004,male,75+,6,35834.0,16.743874532566835
28656,Panama,2005,female,15-24,11,295636.0,3.7207917844917398
28657,Panama,2005,female,25-34,4,271734.0,1.4720277918847107
28658,Panama,2005,female,35-54,4,381819.0,1.047616802725899
28659,Panama,2005,female,05-14,0,324278.0,0.0
28660,Panama,2005,female,55-74,4,165201.0,2.4212928493168926
28661,Panama,2005,female,75+,1,42852.0,2.3336133669373655
28662,Panama,2005,male,15-24,39,307165.0,12.696759070857683
28663,Panama,2005,male,25-34,29,277085.0,10.46610245953408
28664,Panama,2005,male,35-54,42,379629.0,11.063432983254705
28665,Panama,2005,male,05-14,5,336503.0,1.4858708540488494
28666,Panama,2005,male,55-74,28,158455.0,17.670632040642456
28667,Panama,2005,male,75+,5,37238.0,13.427144314947098
28668,Panama,2006,female,15-24,7,298651.0,2.343872948692621
28669,Panama,2006,female,25-34,3,275020.0,1.0908297578357937
28670,Panama,2006,female,35-54,1,394079.0,0.25375622654340885
28671,Panama,2006,female,05-14,1,328131.0,0.30475633207468966
28672,Panama,2006,female,55-74,1,171367.0,0.5835429224996644
28673,Panama,2006,female,75+,0,44900.0,0.0
28674,Panama,2006,male,15-24,35,309913.0,11.293492044541532
28675,Panama,2006,male,25-34,45,280685.0,16.032206922350678
28676,Panama,2006,male,35-54,46,391962.0,11.735831534689586
28677,Panama,2006,male,05-14,5,340413.0,1.4688040703498397
28678,Panama,2006,male,55-74,30,163874.0,18.306747867263873
28679,Panama,2006,male,75+,11,38964.0,28.231187763063343
28680,Panama,2007,female,15-24,5,301555.0,1.6580723251148215
28681,Panama,2007,female,25-34,6,277823.0,2.159648409238976
28682,Panama,2007,female,35-54,7,406328.0,1.7227461558150068
28683,Panama,2007,female,05-14,2,331670.0,0.603009014984774
28684,Panama,2007,female,55-74,1,177879.0,0.5621799088144188
28685,Panama,2007,female,75+,0,46968.0,0.0
28686,Panama,2007,male,15-24,31,312490.0,9.920317450158405
28687,Panama,2007,male,25-34,27,283781.0,9.514379045813497
28688,Panama,2007,male,35-54,63,404333.0,15.581216472560984
28689,Panama,2007,male,05-14,0,344045.0,0.0
28690,Panama,2007,male,55-74,22,169617.0,12.970398014349977
28691,Panama,2007,male,75+,7,40649.0,17.220595832615807
28692,Panama,2008,female,15-24,12,304442.0,3.941637487600265
28693,Panama,2008,female,25-34,5,280340.0,1.783548548191482
28694,Panama,2008,female,35-54,7,418521.0,1.672556454753764
28695,Panama,2008,female,05-14,2,334826.0,0.5973251778535718
28696,Panama,2008,female,55-74,4,184787.0,2.164654439976838
28697,Panama,2008,female,75+,2,49093.0,4.073900556087426
28698,Panama,2008,male,15-24,42,315047.0,13.331344212133429
28699,Panama,2008,male,25-34,43,286535.0,15.006892700717192
28700,Panama,2008,male,35-54,38,416678.0,9.119751942747158
28701,Panama,2008,male,05-14,5,347309.0,1.4396402051199364
28702,Panama,2008,male,55-74,23,175747.0,13.08699437259242
28703,Panama,2008,male,75+,3,42311.0,7.090354754082862
28704,Panama,2009,female,15-24,16,307454.0,5.20403052163901
28705,Panama,2009,female,25-34,4,282846.0,1.414197124937245
28706,Panama,2009,female,35-54,4,430632.0,0.9288673391666201
28707,Panama,2009,female,05-14,1,337598.0,0.29621028560595736
28708,Panama,2009,female,55-74,3,192158.0,1.5612152499505614
28709,Panama,2009,female,75+,0,51327.0,0.0
28710,Panama,2009,male,15-24,29,317792.0,9.125465713422617
28711,Panama,2009,male,25-34,44,289198.0,15.214489726761595
28712,Panama,2009,male,35-54,42,428945.0,9.791465106249053
28713,Panama,2009,male,05-14,3,350210.0,0.8566288798149682
28714,Panama,2009,male,55-74,27,182355.0,14.806284445175619
28715,Panama,2009,male,75+,4,43998.0,9.091322332833311
28716,Panama,2010,female,15-24,11,310641.0,3.5410650879954675
28717,Panama,2010,female,25-34,0,285498.0,0.0
28718,Panama,2010,female,35-54,8,442586.0,1.8075583050525772
28719,Panama,2010,female,05-14,0,340093.0,0.0
28720,Panama,2010,female,55-74,0,200021.0,0.0
28721,Panama,2010,female,75+,2,53719.0,3.723077495858077
28722,Panama,2010,male,15-24,22,320806.0,6.857727099867209
28723,Panama,2010,male,25-34,41,291915.0,14.045184385865747
28724,Panama,2010,male,35-54,43,441040.0,9.749682568474515
28725,Panama,2010,male,05-14,0,352867.0,0.0
28726,Panama,2010,male,55-74,17,189488.0,8.97154437220299
28727,Panama,2010,male,75+,7,45741.0,15.30355698388754
28728,Panama,2011,female,15-24,9,314086.0,2.8654572314588997
28729,Panama,2011,female,25-34,3,288330.0,1.0404744563520965
28730,Panama,2011,female,35-54,4,453917.0,0.8812183725218486
28731,Panama,2011,female,05-14,1,342739.0,0.291767204782648
28732,Panama,2011,female,55-74,2,207735.0,0.962765061255927
28733,Panama,2011,female,75+,0,56277.0,0.0
28734,Panama,2011,male,15-24,29,323984.0,8.951059311570942
28735,Panama,2011,male,25-34,22,294852.0,7.461370450259792
28736,Panama,2011,male,35-54,46,452407.0,10.167835599360753
28737,Panama,2011,male,05-14,0,355754.0,0.0
28738,Panama,2011,male,55-74,18,196346.0,9.167490043087204
28739,Panama,2011,male,75+,10,47764.0,20.936269994137845
28740,Panama,2012,female,15-24,9,317695.0,2.83290577440627
28741,Panama,2012,female,25-34,5,291345.0,1.7161784139079097
28742,Panama,2012,female,35-54,3,465096.0,0.6450281232261726
28743,Panama,2012,female,05-14,0,345246.0,0.0
28744,Panama,2012,female,55-74,0,215955.0,0.0
28745,Panama,2012,female,75+,1,58910.0,1.6975046681378374
28746,Panama,2012,male,15-24,29,327419.0,8.857152456027292
28747,Panama,2012,male,25-34,28,297870.0,9.400073857723168
28748,Panama,2012,male,35-54,29,463652.0,6.254691018263697
28749,Panama,2012,male,05-14,1,358553.0,0.2788987959938977
28750,Panama,2012,male,55-74,24,203725.0,11.780586575039884
28751,Panama,2012,male,75+,6,49778.0,12.05351761822492
28752,Panama,2013,female,15-24,4,321379.0,1.2446363950351456
28753,Panama,2013,female,25-34,0,294485.0,0.0
28754,Panama,2013,female,35-54,5,476054.0,1.0503010162712634
28755,Panama,2013,female,05-14,1,347709.0,0.28759681227693273
28756,Panama,2013,female,55-74,2,224667.0,0.8902063943525307
28757,Panama,2013,female,75+,1,61650.0,1.6220600162206
28758,Panama,2013,male,15-24,24,331046.0,7.249747769192197
28759,Panama,2013,male,25-34,21,300914.0,6.978738111221147
28760,Panama,2013,male,35-54,41,474703.0,8.636979332340433
28761,Panama,2013,male,05-14,3,361341.0,0.8302406867750961
28762,Panama,2013,male,55-74,23,211628.0,10.868127090933147
28763,Panama,2013,male,75+,5,51811.0,9.650460326957596
28764,Panama,2014,female,15-24,5,325004.0,1.538442603783338
28765,Panama,2014,female,25-34,4,297642.0,1.343896358712816
28766,Panama,2014,female,35-54,8,486698.0,1.6437297872602723
28767,Panama,2014,female,05-14,1,350245.0,0.28551442561635426
28768,Panama,2014,female,55-74,1,233859.0,0.42760808863460464
28769,Panama,2014,female,75+,1,64534.0,1.5495707688970155
28770,Panama,2014,male,15-24,37,334717.0,11.054114371244962
28771,Panama,2014,male,25-34,27,303879.0,8.88511545713919
28772,Panama,2014,male,35-54,39,485485.0,8.033203909492569
28773,Panama,2014,male,05-14,5,364214.0,1.372819276579154
28774,Panama,2014,male,55-74,11,220050.0,4.998863894569416
28775,Panama,2014,male,75+,8,53886.0,14.84615670118398
28776,Panama,2015,female,15-24,8,328479.0,2.4354677163532523
28777,Panama,2015,female,25-34,4,300748.0,1.3300171572213282
28778,Panama,2015,female,35-54,4,496986.0,0.8048516457204027
28779,Panama,2015,female,05-14,0,352852.0,0.0
28780,Panama,2015,female,55-74,3,243511.0,1.231977200208615
28781,Panama,2015,female,75+,0,67619.0,0.0
28782,Panama,2015,male,15-24,16,338328.0,4.729138587406304
28783,Panama,2015,male,25-34,26,306724.0,8.476676099685712
28784,Panama,2015,male,35-54,26,495960.0,5.24235825469796
28785,Panama,2015,male,05-14,1,367146.0,0.2723712092736949
28786,Panama,2015,male,55-74,14,228981.0,6.114044396696669
28787,Panama,2015,male,75+,8,56048.0,14.273479874393377
28788,Paraguay,1979,female,15-24,10,309195.0,3.2342049515677807
28789,Paraguay,1979,female,25-34,5,204456.0,2.4455139492115663
28790,Paraguay,1979,female,35-54,2,233898.0,0.8550735790814801
28791,Paraguay,1979,female,05-14,0,409191.0,0.0
28792,Paraguay,1979,female,55-74,1,116401.0,0.8590991486327437
28793,Paraguay,1979,female,75+,0,21194.0,0.0
28794,Paraguay,1979,male,15-24,3,319704.0,0.9383679903911119
28795,Paraguay,1979,male,25-34,7,212345.0,3.2965221691115874
28796,Paraguay,1979,male,35-54,9,234079.0,3.844855796547319
28797,Paraguay,1979,male,05-14,0,423887.0,0.0
28798,Paraguay,1979,male,55-74,3,105263.0,2.8500042750064125
28799,Paraguay,1979,male,75+,1,15265.0,6.550933508024893
28800,Paraguay,1980,female,15-24,13,316835.0,4.103082045859832
28801,Paraguay,1980,female,25-34,2,212882.0,0.9394876034610723
28802,Paraguay,1980,female,35-54,5,240237.0,2.081278071237986
28803,Paraguay,1980,female,05-14,0,414602.0,0.0
28804,Paraguay,1980,female,55-74,5,120333.0,4.155136163812088
28805,Paraguay,1980,female,75+,0,21919.0,0.0
28806,Paraguay,1980,male,15-24,2,327587.0,0.6105248376767088
28807,Paraguay,1980,male,25-34,9,222059.0,4.052976911541527
28808,Paraguay,1980,male,35-54,7,242039.0,2.8920959019001073
28809,Paraguay,1980,male,05-14,4,429168.0,0.9320359393058195
28810,Paraguay,1980,male,55-74,1,109333.0,0.9146369348687039
28811,Paraguay,1980,male,75+,4,15738.0,25.416190113102047
28812,Paraguay,1981,female,15-24,7,325783.0,2.148669513142184
28813,Paraguay,1981,female,25-34,4,221833.0,1.8031582316427224
28814,Paraguay,1981,female,35-54,1,246138.0,0.4062761540274155
28815,Paraguay,1981,female,05-14,1,419849.0,0.23818086978890032
28816,Paraguay,1981,female,55-74,0,123647.0,0.0
28817,Paraguay,1981,female,75+,0,22987.0,0.0
28818,Paraguay,1981,male,15-24,10,337007.0,2.9672974151872213
28819,Paraguay,1981,male,25-34,6,231650.0,2.5901143967191884
28820,Paraguay,1981,male,35-54,6,249348.0,2.406275566677896
28821,Paraguay,1981,male,05-14,0,434124.0,0.0
28822,Paraguay,1981,male,55-74,6,112669.0,5.325333499010376
28823,Paraguay,1981,male,75+,2,16585.0,12.059089538739824
28824,Paraguay,1982,female,15-24,6,335467.0,1.7885514819639488
28825,Paraguay,1982,female,25-34,1,231057.0,0.43279363966467155
28826,Paraguay,1982,female,35-54,6,252727.0,2.3741032814064185
28827,Paraguay,1982,female,05-14,1,426595.0,0.23441437428943143
28828,Paraguay,1982,female,55-74,0,127516.0,0.0
28829,Paraguay,1982,female,75+,0,24019.0,0.0
28830,Paraguay,1982,male,15-24,8,347263.0,2.3037294500133902
28831,Paraguay,1982,male,25-34,5,241377.0,2.0714483981489535
28832,Paraguay,1982,male,35-54,16,257546.0,6.212482430323127
28833,Paraguay,1982,male,05-14,0,440742.0,0.0
28834,Paraguay,1982,male,55-74,6,116516.0,5.14950736379553
28835,Paraguay,1982,male,75+,1,17370.0,5.757052389176741
28836,Paraguay,1983,female,15-24,8,345339.0,2.3165643034815067
28837,Paraguay,1983,female,25-34,4,240396.0,1.6639211966921246
28838,Paraguay,1983,female,35-54,6,260175.0,2.306140098010954
28839,Paraguay,1983,female,05-14,0,435107.0,0.0
28840,Paraguay,1983,female,55-74,0,131703.0,0.0
28841,Paraguay,1983,female,75+,1,25005.0,3.9992001599680065
28842,Paraguay,1983,male,15-24,13,357669.0,3.634645440337295
28843,Paraguay,1983,male,25-34,6,251050.0,2.3899621589324838
28844,Paraguay,1983,male,35-54,17,266724.0,6.373629669621032
28845,Paraguay,1983,male,05-14,0,449305.0,0.0
28846,Paraguay,1983,male,55-74,5,120672.0,4.143463272341554
28847,Paraguay,1983,male,75+,0,18098.0,0.0
28848,Paraguay,1984,female,15-24,5,354571.0,1.4101548067946899
28849,Paraguay,1984,female,25-34,2,249605.0,0.8012660002804431
28850,Paraguay,1984,female,35-54,4,268735.0,1.488455169590861
28851,Paraguay,1984,female,05-14,3,445471.0,0.6734445115394716
28852,Paraguay,1984,female,55-74,1,135838.0,0.7361710272530515
28853,Paraguay,1984,female,75+,2,25934.0,7.71188401326444
28854,Paraguay,1984,male,15-24,11,367236.0,2.9953490398544806
28855,Paraguay,1984,male,25-34,7,260425.0,2.6879139867524238
28856,Paraguay,1984,male,35-54,12,277030.0,4.3316608309569355
28857,Paraguay,1984,male,05-14,0,459846.0,0.0
28858,Paraguay,1984,male,55-74,3,124820.0,2.403460983816696
28859,Paraguay,1984,male,75+,3,18776.0,15.97784405624201
28860,Paraguay,1985,female,15-24,9,362788.0,2.480787677651962
28861,Paraguay,1985,female,25-34,6,258525.0,2.3208587177255584
28862,Paraguay,1985,female,35-54,3,278563.0,1.0769556617354064
28863,Paraguay,1985,female,05-14,5,457364.0,1.0932211542666235
28864,Paraguay,1985,female,55-74,4,139742.0,2.8624178843869412
28865,Paraguay,1985,female,75+,0,26807.0,0.0
28866,Paraguay,1985,male,15-24,9,375543.0,2.39652982481367
28867,Paraguay,1985,male,25-34,4,269355.0,1.4850290508808077
28868,Paraguay,1985,male,35-54,11,288558.0,3.812058580943866
28869,Paraguay,1985,male,05-14,1,471865.0,0.2119250209275958
28870,Paraguay,1985,male,55-74,8,128809.0,6.210746143514816
28871,Paraguay,1985,male,75+,3,19395.0,15.467904098994586
28872,Paraguay,1986,female,15-24,12,370579.0,3.2381759354955353
28873,Paraguay,1986,female,25-34,3,267364.0,1.1220657979383912
28874,Paraguay,1986,female,35-54,6,289263.0,2.074236940085666
28875,Paraguay,1986,female,05-14,0,470509.0,0.0
28876,Paraguay,1986,female,55-74,2,142637.0,1.4021607296844438
28877,Paraguay,1986,female,75+,0,28055.0,0.0
28878,Paraguay,1986,male,15-24,10,383018.0,2.6108433546204095
28879,Paraguay,1986,male,25-34,10,278072.0,3.596190914583273
28880,Paraguay,1986,male,35-54,3,300541.0,0.9981999128238743
28881,Paraguay,1986,male,05-14,0,485244.0,0.0
28882,Paraguay,1986,male,55-74,9,131783.0,6.829408952596314
28883,Paraguay,1986,male,75+,1,20470.0,4.885197850512946
