,country,year,sex,age,suicides_no,population,crude_rate_per_100k
13148,El Salvador,1983,male,35-54,108,383000.0,28.198433420365536
13149,El Salvador,1983,male,05-14,1,728000.0,0.13736263736263735
13150,El Salvador,1983,male,55-74,35,153000.0,22.875816993464053
13151,El Salvador,1983,male,75+,4,24000.0,16.666666666666668
13152,El Salvador,1984,female,15-24,106,530800.0,19.9698568198945
13153,El Salvador,1984,female,25-34,21,364800.0,5.756578947368421
13154,El Salvador,1984,female,35-54,22,386000.0,5.699481865284974
13155,El Salvador,1984,female,05-14,6,726800.0,0.825536598789213
13156,El Salvador,1984,female,55-74,7,183000.0,3.8251366120218577
13157,El Salvador,1984,female,75+,0,36000.0,0.0
13158,El Salvador,1984,male,15-24,140,540800.0,25.88757396449704
13159,El Salvador,1984,male,25-34,89,371800.0,23.937600860677783
13160,El Salvador,1984,male,35-54,98,386000.0,25.38860103626943
13161,El Salvador,1984,male,05-14,3,747800.0,0.4011767852366943
13162,El Salvador,1984,male,55-74,56,161000.0,34.78260869565217
13163,El Salvador,1984,male,75+,11,26000.0,42.30769230769231
13164,El Salvador,1990,female,15-24,112,528567.0,21.189366721721182
13165,El Salvador,1990,female,25-34,43,383005.0,11.2270074803201
13166,El Salvador,1990,female,35-54,24,477092.0,5.030476302264552
13167,El Salvador,1990,female,05-14,7,671315.0,1.0427295680865167
13168,El Salvador,1990,female,55-74,9,221802.0,4.057673059755999
13169,El Salvador,1990,female,75+,1,42375.0,2.359882005899705
13170,El Salvador,1990,male,15-24,127,504932.0,25.151901642201327
13171,El Salvador,1990,male,25-34,119,339719.0,35.028950397240074
13172,El Salvador,1990,male,35-54,81,427335.0,18.954684264101935
13173,El Salvador,1990,male,05-14,1,682878.0,0.14643904182006157
13174,El Salvador,1990,male,55-74,34,201577.0,16.867003676014626
13175,El Salvador,1990,male,75+,13,29955.0,43.39843097980304
13176,El Salvador,1991,female,15-24,97,536557.0,18.078228408165394
13177,El Salvador,1991,female,25-34,28,392748.0,7.12925336347989
13178,El Salvador,1991,female,35-54,17,490048.0,3.469047929998694
13179,El Salvador,1991,female,05-14,8,668713.0,1.1963278715981296
13180,El Salvador,1991,female,55-74,3,228668.0,1.3119457029405077
13181,El Salvador,1991,female,75+,1,44305.0,2.257081593499605
13182,El Salvador,1991,male,15-24,98,513452.0,19.086496887732444
13183,El Salvador,1991,male,25-34,88,347533.0,25.32133639107653
13184,El Salvador,1991,male,35-54,76,434946.0,17.473433483696827
13185,El Salvador,1991,male,05-14,1,680531.0,0.1469440774924287
13186,El Salvador,1991,male,55-74,39,207938.0,18.755590608739144
13187,El Salvador,1991,male,75+,18,31546.0,57.05953211183668
13188,El Salvador,1992,female,15-24,87,582300.0,14.940752189592992
13189,El Salvador,1992,female,25-34,34,378700.0,8.978082915236335
13190,El Salvador,1992,female,35-54,16,453500.0,3.528114663726571
13191,El Salvador,1992,female,05-14,6,673800.0,0.8904719501335707
13192,El Salvador,1992,female,55-74,2,227500.0,0.8791208791208791
13193,El Salvador,1992,female,75+,2,42600.0,4.694835680751174
13194,El Salvador,1992,male,15-24,83,568700.0,14.594689643045541
13195,El Salvador,1992,male,25-34,72,327300.0,21.998166819431713
13196,El Salvador,1992,male,35-54,71,415900.0,17.071411396970426
13197,El Salvador,1992,male,05-14,6,694500.0,0.8639308855291576
13198,El Salvador,1992,male,55-74,36,198300.0,18.15431164901664
13199,El Salvador,1992,male,75+,4,28500.0,14.035087719298247
13200,El Salvador,1993,female,15-24,81,602300.0,13.44844761746638
13201,El Salvador,1993,female,25-34,29,392000.0,7.3979591836734695
13202,El Salvador,1993,female,35-54,19,468000.0,4.0598290598290605
13203,El Salvador,1993,female,05-14,13,670500.0,1.9388516032811334
13204,El Salvador,1993,female,55-74,6,233000.0,2.575107296137339
13205,El Salvador,1993,female,75+,4,45400.0,8.810572687224669
13206,El Salvador,1993,male,15-24,113,594200.0,19.017165937394815
13207,El Salvador,1993,male,25-34,83,339200.0,24.46933962264151
13208,El Salvador,1993,male,35-54,43,425700.0,10.101010101010102
13209,El Salvador,1993,male,05-14,4,691300.0,0.5786199913207001
13210,El Salvador,1993,male,55-74,23,202600.0,11.352418558736428
13211,El Salvador,1993,male,75+,6,30100.0,19.93355481727575
13212,El Salvador,1995,female,15-24,114,556096.0,20.50005754402118
13213,El Salvador,1995,female,25-34,42,427927.0,9.814758124633407
13214,El Salvador,1995,female,35-54,23,546262.0,4.210433821133448
13215,El Salvador,1995,female,05-14,16,664854.0,2.406543391481438
13216,El Salvador,1995,female,55-74,6,260709.0,2.3014165218692106
13217,El Salvador,1995,female,75+,1,51334.0,1.9480266490045584
13218,El Salvador,1995,male,15-24,171,534966.0,31.964648220634583
13219,El Salvador,1995,male,25-34,124,374095.0,33.14666060759967
13220,El Salvador,1995,male,35-54,90,466571.0,19.289668667791183
13221,El Salvador,1995,male,05-14,4,681362.0,0.58705944857506
13222,El Salvador,1995,male,55-74,20,235530.0,8.491487283997792
13223,El Salvador,1995,male,75+,9,36691.0,24.5291760922297
13224,El Salvador,1996,female,15-24,112,559279.0,20.025783195864676
13225,El Salvador,1996,female,25-34,22,434209.0,5.066684476830282
13226,El Salvador,1996,female,35-54,20,557964.0,3.584460646206565
13227,El Salvador,1996,female,05-14,7,666674.0,1.0499884501270487
13228,El Salvador,1996,female,55-74,7,267732.0,2.6145548533608234
13229,El Salvador,1996,female,75+,0,53852.0,0.0
13230,El Salvador,1996,male,15-24,128,536760.0,23.84678441016469
13231,El Salvador,1996,male,25-34,110,379510.0,28.984743485020157
13232,El Salvador,1996,male,35-54,82,472893.0,17.3400748160789
13233,El Salvador,1996,male,05-14,2,683884.0,0.2924472571371753
13234,El Salvador,1996,male,55-74,40,240800.0,16.611295681063122
13235,El Salvador,1996,male,75+,10,38834.0,25.750630890456815
13236,El Salvador,1997,female,15-24,109,561311.0,19.41882485823367
13237,El Salvador,1997,female,25-34,39,440015.0,8.863334204515755
13238,El Salvador,1997,female,35-54,28,570003.0,4.912254847781503
13239,El Salvador,1997,female,05-14,15,670365.0,2.2375869861940885
13240,El Salvador,1997,female,55-74,5,275078.0,1.817666261932979
13241,El Salvador,1997,female,75+,2,56321.0,3.5510733119085245
13242,El Salvador,1997,male,15-24,128,537324.0,23.821753727732244
13243,El Salvador,1997,male,25-34,93,384050.0,24.2155969274834
13244,El Salvador,1997,male,35-54,106,479586.0,22.10239665044434
13245,El Salvador,1997,male,05-14,1,688541.0,0.14523463381265603
13246,El Salvador,1997,male,55-74,47,245832.0,19.11874776269973
13247,El Salvador,1997,male,75+,4,40876.0,9.785693316371464
13248,El Salvador,1998,female,15-24,92,562249.0,16.362857025979594
13249,El Salvador,1998,female,25-34,35,445330.0,7.859340264522939
13250,El Salvador,1998,female,35-54,22,582217.0,3.778659846758168
13251,El Salvador,1998,female,05-14,13,675678.0,1.9239933814627677
13252,El Salvador,1998,female,55-74,5,282668.0,1.7688595808510337
13253,El Salvador,1998,female,75+,0,58692.0,0.0
13254,El Salvador,1998,male,15-24,108,537038.0,20.11030876772221
13255,El Salvador,1998,male,25-34,94,387565.0,24.253996103879352
13256,El Salvador,1998,male,35-54,98,486466.0,20.145292785107284
13257,El Salvador,1998,male,05-14,4,695037.0,0.5755089297404311
13258,El Salvador,1998,male,55-74,36,250628.0,14.363917838389966
13259,El Salvador,1998,male,75+,5,42770.0,11.690437222352115
13260,El Salvador,1999,female,15-24,94,562372.0,16.714914682807823
13261,El Salvador,1999,female,25-34,28,450238.0,6.218933097606156
13262,El Salvador,1999,female,35-54,27,594483.0,4.54176149696459
13263,El Salvador,1999,female,05-14,14,682007.0,2.052764854319677
13264,El Salvador,1999,female,55-74,5,290451.0,1.7214607627448346
13265,El Salvador,1999,female,75+,1,60903.0,1.6419552403001496
13266,El Salvador,1999,male,15-24,115,536426.0,21.43818532285907
13267,El Salvador,1999,male,25-34,84,390125.0,21.531560397308553
13268,El Salvador,1999,male,35-54,101,493326.0,20.47327730547346
13269,El Salvador,1999,male,05-14,5,702754.0,0.7114865230222809
13270,El Salvador,1999,male,55-74,33,255222.0,12.929919834497026
13271,El Salvador,1999,male,75+,8,44452.0,17.99694052011158
13272,El Salvador,2000,female,15-24,82,562148.0,14.586905939361165
13273,El Salvador,2000,female,25-34,25,454793.0,5.49700633035249
13274,El Salvador,2000,female,35-54,23,606774.0,3.790538157534766
13275,El Salvador,2000,female,05-14,4,688554.0,0.5809275670463029
13276,El Salvador,2000,female,55-74,4,298428.0,1.3403568029809536
13277,El Salvador,2000,female,75+,4,62940.0,6.355258976803305
13278,El Salvador,2000,male,15-24,110,536079.0,20.519363750491998
13279,El Salvador,2000,male,25-34,82,391884.0,20.924559308366764
13280,El Salvador,2000,male,35-54,91,500065.0,18.197634307540017
13281,El Salvador,2000,male,05-14,2,710919.0,0.2813260019777218
13282,El Salvador,2000,male,55-74,31,259670.0,11.938229291023223
13283,El Salvador,2000,male,75+,3,45935.0,6.530967671710025
13284,El Salvador,2001,female,15-24,74,563601.0,13.129856050645758
13285,El Salvador,2001,female,25-34,27,459669.0,5.873791793660221
13286,El Salvador,2001,female,35-54,30,618020.0,4.854211837804602
13287,El Salvador,2001,female,05-14,12,695687.0,1.7249136465105714
13288,El Salvador,2001,female,55-74,6,304753.0,1.968807526094903
13289,El Salvador,2001,female,75+,3,65804.0,4.558993374262963
13290,El Salvador,2001,male,15-24,130,535877.0,24.25929830912691
13291,El Salvador,2001,male,25-34,90,395177.0,22.774604797343976
13292,El Salvador,2001,male,35-54,91,506547.0,17.964769310646396
13293,El Salvador,2001,male,05-14,1,718288.0,0.13921992292785068
13294,El Salvador,2001,male,55-74,42,263234.0,15.95538570245485
13295,El Salvador,2001,male,75+,8,48437.0,16.51629952309185
13296,El Salvador,2002,female,15-24,76,565074.0,13.44956589756386
13297,El Salvador,2002,female,25-34,18,464461.0,3.8754599417389186
13298,El Salvador,2002,female,35-54,24,629533.0,3.812349789447098
13299,El Salvador,2002,female,05-14,7,702143.0,0.9969479151682777
13300,El Salvador,2002,female,55-74,7,311230.0,2.2491405070205315
13301,El Salvador,2002,female,75+,0,68473.0,0.0
13302,El Salvador,2002,male,15-24,95,535886.0,17.727651030256435
13303,El Salvador,2002,male,25-34,71,397854.0,17.84574240801902
13304,El Salvador,2002,male,35-54,84,513122.0,16.370375856034237
13305,El Salvador,2002,male,05-14,4,725313.0,0.5514860480923408
13306,El Salvador,2002,male,55-74,39,266616.0,14.627779278062832
13307,El Salvador,2002,male,75+,11,50753.0,21.673595649518255
13308,El Salvador,2003,female,15-24,79,567174.0,13.928706181877168
13309,El Salvador,2003,female,25-34,19,468892.0,4.052105815411651
13310,El Salvador,2003,female,35-54,23,641104.0,3.587561456487559
13311,El Salvador,2003,female,05-14,10,707158.0,1.4141111321656545
13312,El Salvador,2003,female,55-74,7,317915.0,2.201846405485743
13313,El Salvador,2003,female,75+,1,71062.0,1.4072218625988573
13314,El Salvador,2003,male,15-24,112,537000.0,20.85661080074488
13315,El Salvador,2003,male,25-34,117,399587.0,29.280231839374153
13316,El Salvador,2003,male,35-54,102,519619.0,19.629767194810047
13317,El Salvador,2003,male,05-14,3,731167.0,0.41030298139823046
13318,El Salvador,2003,male,55-74,46,269903.0,17.043159950056133
13319,El Salvador,2003,male,75+,8,52961.0,15.105454957421498
13320,El Salvador,2004,female,15-24,60,570702.0,10.513367747090426
13321,El Salvador,2004,female,25-34,22,472515.0,4.655936848565654
13322,El Salvador,2004,female,35-54,20,652329.0,3.0659375867085474
13323,El Salvador,2004,female,05-14,8,709844.0,1.1270081877144837
13324,El Salvador,2004,female,55-74,4,324903.0,1.2311366777161183
13325,El Salvador,2004,female,75+,1,73698.0,1.3568889250725935
13326,El Salvador,2004,male,15-24,108,540251.0,19.990708022752386
13327,El Salvador,2004,male,25-34,86,399986.0,21.50075252633842
13328,El Salvador,2004,male,35-54,104,525677.0,19.78401185518864
13329,El Salvador,2004,male,05-14,2,734891.0,0.27214920307909607
13330,El Salvador,2004,male,55-74,42,273214.0,15.372565095492911
13331,El Salvador,2004,male,75+,7,55160.0,12.69035532994924
13332,El Salvador,2005,female,15-24,65,576188.0,11.281040216040598
13333,El Salvador,2005,female,25-34,22,475096.0,4.6306430700321615
13334,El Salvador,2005,female,35-54,12,662917.0,1.810181365087937
13335,El Salvador,2005,female,05-14,12,709756.0,1.6907218818861693
13336,El Salvador,2005,female,55-74,3,332256.0,0.9029182317249349
13337,El Salvador,2005,female,75+,4,76442.0,5.232725465058476
13338,El Salvador,2005,male,15-24,103,546352.0,18.85231499106803
13339,El Salvador,2005,male,25-34,86,398935.0,21.557396568363266
13340,El Salvador,2005,male,35-54,88,530976.0,16.57325378171518
13341,El Salvador,2005,male,05-14,4,735965.0,0.5435041068529074
13342,El Salvador,2005,male,55-74,47,276600.0,16.992046276211134
13343,El Salvador,2005,male,75+,9,57396.0,15.680535228935813
13344,El Salvador,2006,female,15-24,61,583805.0,10.4486943414325
13345,El Salvador,2006,female,25-34,24,478826.0,5.012259150505612
13346,El Salvador,2006,female,35-54,23,674459.0,3.410140571925054
13347,El Salvador,2006,female,05-14,4,706040.0,0.5665401393688744
13348,El Salvador,2006,female,55-74,5,339861.0,1.4711896922565402
13349,El Salvador,2006,female,75+,1,80379.0,1.2441060475994974
13350,El Salvador,2006,male,15-24,89,554177.0,16.059850914058146
13351,El Salvador,2006,male,25-34,80,401266.0,19.93689971241022
13352,El Salvador,2006,male,35-54,78,537725.0,14.505555813845367
13353,El Salvador,2006,male,05-14,5,731674.0,0.6833644491945866
13354,El Salvador,2006,male,55-74,32,280005.0,11.428367350583025
13355,El Salvador,2006,male,75+,9,60827.0,14.796060959771156
13356,El Salvador,2007,female,15-24,57,592288.0,9.623696580042141
13357,El Salvador,2007,female,25-34,22,481271.0,4.571229099613316
13358,El Salvador,2007,female,35-54,14,684881.0,2.0441507356752484
13359,El Salvador,2007,female,05-14,9,698018.0,1.289365030701214
13360,El Salvador,2007,female,55-74,8,347632.0,2.301284116537028
13361,El Salvador,2007,female,75+,2,84282.0,2.3729859281934456
13362,El Salvador,2007,male,15-24,93,563128.0,16.51489537014675
13363,El Salvador,2007,male,25-34,114,401997.0,28.35842058522825
13364,El Salvador,2007,male,35-54,111,543505.0,20.42299518863672
13365,El Salvador,2007,male,05-14,5,723366.0,0.6912130235593047
13366,El Salvador,2007,male,55-74,53,283342.0,18.70531019051182
13367,El Salvador,2007,male,75+,13,64151.0,20.26468800174588
13368,El Salvador,2008,female,15-24,53,601543.0,8.810675213575754
13369,El Salvador,2008,female,25-34,26,482895.0,5.384193251120844
13370,El Salvador,2008,female,35-54,29,694764.0,4.174079255689702
13371,El Salvador,2008,female,05-14,5,686491.0,0.7283416679898207
13372,El Salvador,2008,female,55-74,2,355666.0,0.5623253276950847
13373,El Salvador,2008,female,75+,1,88207.0,1.1336968721303298
13374,El Salvador,2008,male,15-24,106,573262.0,18.490672676716756
13375,El Salvador,2008,male,25-34,103,401584.0,25.648432208454523
13376,El Salvador,2008,male,35-54,103,548836.0,18.7669905035384
13377,El Salvador,2008,male,05-14,5,711888.0,0.7023576742408918
13378,El Salvador,2008,male,55-74,38,286738.0,13.252516234332388
13379,El Salvador,2008,male,75+,19,67413.0,28.184474804562917
13380,El Salvador,2009,female,15-24,55,611290.0,8.997366225523075
13381,El Salvador,2009,female,25-34,27,484388.0,5.57404394823984
13382,El Salvador,2009,female,35-54,16,704865.0,2.269938215119207
13383,El Salvador,2009,female,05-14,6,672905.0,0.891656325930109
13384,El Salvador,2009,female,55-74,7,364066.0,1.9227282965176644
13385,El Salvador,2009,female,75+,2,92201.0,2.1691738701315604
13386,El Salvador,2009,male,15-24,95,584388.0,16.256322853994263
13387,El Salvador,2009,male,25-34,120,400776.0,29.941912689382598
13388,El Salvador,2009,male,35-54,113,554321.0,20.385300214135853
13389,El Salvador,2009,male,05-14,3,698731.0,0.42934977838395605
13390,El Salvador,2009,male,55-74,49,290324.0,16.87769526460093
13391,El Salvador,2009,male,75+,13,70655.0,18.39926402943882
13392,El Salvador,2010,female,15-24,44,621228.0,7.082745787375972
13393,El Salvador,2010,female,25-34,19,486153.0,3.9082346504084104
13394,El Salvador,2010,female,35-54,20,715456.0,2.795419983898381
13395,El Salvador,2010,female,05-14,7,658707.0,1.0626879629334438
13396,El Salvador,2010,female,55-74,3,372845.0,0.8046239053762287
13397,El Salvador,2010,female,75+,2,96291.0,2.0770373139753455
13398,El Salvador,2010,male,15-24,81,596366.0,13.582263241029837
13399,El Salvador,2010,male,25-34,93,400088.0,23.244886125052485
13400,El Salvador,2010,male,35-54,73,560083.0,13.033782492951937
13401,El Salvador,2010,male,05-14,1,685233.0,0.14593576199628447
13402,El Salvador,2010,male,55-74,45,294119.0,15.299929620323745
13403,El Salvador,2010,male,75+,11,73884.0,14.888203129229602
13404,El Salvador,2011,female,15-24,52,630434.0,8.248286101320678
13405,El Salvador,2011,female,25-34,26,488848.0,5.318626648774261
13406,El Salvador,2011,female,35-54,22,725601.0,3.0319693605714435
13407,El Salvador,2011,female,05-14,12,642054.0,1.869001672756497
13408,El Salvador,2011,female,55-74,3,380644.0,0.7881379977091456
13409,El Salvador,2011,female,75+,3,100865.0,2.9742725425073115
13410,El Salvador,2011,male,15-24,116,607120.0,19.106601660297798
13411,El Salvador,2011,male,25-34,100,402814.0,24.825353637162564
13412,El Salvador,2011,male,35-54,85,565884.0,15.020746301362118
13413,El Salvador,2011,male,05-14,12,666916.0,1.7993270516826707
13414,El Salvador,2011,male,55-74,39,297029.0,13.130031074406876
13415,El Salvador,2011,male,75+,15,77576.0,19.33587707538414
13416,El Salvador,2012,female,15-24,56,639803.0,8.752694188679953
13417,El Salvador,2012,female,25-34,26,492068.0,5.2838225611094405
13418,El Salvador,2012,female,35-54,19,736698.0,2.5790758221143535
13419,El Salvador,2012,female,05-14,9,626538.0,1.436465146567327
13420,El Salvador,2012,female,55-74,4,389103.0,1.0280054381487678
13421,El Salvador,2012,female,75+,2,105481.0,1.8960760705719513
13422,El Salvador,2012,male,15-24,100,618195.0,16.176125656144098
13423,El Salvador,2012,male,25-34,109,406026.0,26.845571465866715
13424,El Salvador,2012,male,35-54,98,572655.0,17.113270642882714
13425,El Salvador,2012,male,05-14,11,650570.0,1.6908249688734494
13426,El Salvador,2012,male,55-74,62,300461.0,20.634957615131416
13427,El Salvador,2012,male,75+,16,81225.0,19.698368728839643
13428,El Salvador,2013,female,15-24,43,648028.0,6.635515749319474
13429,El Salvador,2013,female,25-34,22,496109.0,4.4345093517755165
13430,El Salvador,2013,female,35-54,19,748153.0,2.5395874907939953
13431,El Salvador,2013,female,05-14,7,612761.0,1.1423703532045937
13432,El Salvador,2013,female,55-74,7,398116.0,1.7582815058927548
13433,El Salvador,2013,female,75+,0,110144.0,0.0
13434,El Salvador,2013,male,15-24,79,628312.0,12.573371191382625
13435,El Salvador,2013,male,25-34,95,409974.0,23.172201163976254
13436,El Salvador,2013,male,35-54,129,579811.0,22.24862929471845
13437,El Salvador,2013,male,05-14,6,636699.0,0.9423605188637016
13438,El Salvador,2013,male,55-74,59,304397.0,19.382582614151914
13439,El Salvador,2013,male,75+,18,84746.0,21.23994052816652
13440,El Salvador,2014,female,15-24,33,653215.0,5.051935427079905
13441,El Salvador,2014,female,25-34,24,501438.0,4.786234788747562
13442,El Salvador,2014,female,35-54,27,758979.0,3.5574106793468596
13443,El Salvador,2014,female,05-14,4,601023.0,0.6655319347179726
13444,El Salvador,2014,female,55-74,11,407576.0,2.6988831530806525
13445,El Salvador,2014,female,75+,9,114804.0,7.839448102853559
13446,El Salvador,2014,male,15-24,51,635499.0,8.025189654114326
13447,El Salvador,2014,male,25-34,77,415163.0,18.546932168810805
13448,El Salvador,2014,male,35-54,85,586412.0,14.494928480317594
13449,El Salvador,2014,male,05-14,2,625429.0,0.31978050266297214
13450,El Salvador,2014,male,55-74,44,308802.0,14.2486123794535
13451,El Salvador,2014,male,75+,19,87989.0,21.593608291945586
13452,Estonia,1981,female,15-24,8,106500.0,7.511737089201878
13453,Estonia,1981,female,25-34,24,113900.0,21.071115013169447
13454,Estonia,1981,female,35-54,42,208100.0,20.182604517059108
13455,Estonia,1981,female,05-14,0,104900.0,0.0
13456,Estonia,1981,female,55-74,39,156300.0,24.952015355086374
13457,Estonia,1981,female,75+,29,51300.0,56.53021442495127
13458,Estonia,1981,male,15-24,37,111600.0,33.15412186379928
13459,Estonia,1981,male,25-34,107,114000.0,93.85964912280703
13460,Estonia,1981,male,35-54,165,186700.0,88.37707552222817
13461,Estonia,1981,male,05-14,1,109600.0,0.9124087591240875
13462,Estonia,1981,male,55-74,72,88300.0,81.54020385050963
13463,Estonia,1981,male,75+,20,18000.0,111.11111111111111
13464,Estonia,1982,female,15-24,4,106400.0,3.7593984962406015
13465,Estonia,1982,female,25-34,14,115100.0,12.163336229365768
13466,Estonia,1982,female,35-54,46,206700.0,22.254475084663763
13467,Estonia,1982,female,05-14,0,106600.0,0.0
13468,Estonia,1982,female,55-74,37,157600.0,23.47715736040609
13469,Estonia,1982,female,75+,19,51800.0,36.67953667953668
13470,Estonia,1982,male,15-24,46,110400.0,41.666666666666664
13471,Estonia,1982,male,25-34,69,114900.0,60.052219321148826
13472,Estonia,1982,male,35-54,158,185900.0,84.9919311457773
13473,Estonia,1982,male,05-14,0,112000.0,0.0
13474,Estonia,1982,male,55-74,64,90300.0,70.87486157253599
13475,Estonia,1982,male,75+,24,18300.0,131.14754098360655
13476,Estonia,1983,female,15-24,193,104800.0,13.185093722737907
13477,Estonia,1983,female,25-34,193,116500.0,13.185093722737907
13478,Estonia,1983,female,35-54,193,206500.0,13.185093722737907
13479,Estonia,1983,female,05-14,193,108100.0,13.185093722737907
13480,Estonia,1983,female,55-74,193,160600.0,13.185093722737907
13481,Estonia,1983,female,75+,193,53000.0,13.185093722737907
13482,Estonia,1983,male,15-24,193,108600.0,13.185093722737907
13483,Estonia,1983,male,25-34,193,116500.0,13.185093722737907
13484,Estonia,1983,male,35-54,193,186000.0,13.185093722737907
13485,Estonia,1983,male,05-14,193,113500.0,13.185093722737907
13486,Estonia,1983,male,55-74,193,94700.0,13.185093722737907
13487,Estonia,1983,male,75+,193,18800.0,13.185093722737907
13488,Estonia,1985,female,15-24,7,103200.0,6.782945736434108
13489,Estonia,1985,female,25-34,9,118500.0,7.594936708860759
13490,Estonia,1985,female,35-54,35,206900.0,16.91638472692122
13491,Estonia,1985,female,05-14,2,109000.0,1.8348623853211008
13492,Estonia,1985,female,55-74,28,163800.0,17.094017094017094
13493,Estonia,1985,female,75+,18,54500.0,33.027522935779814
13494,Estonia,1985,male,15-24,29,107700.0,26.92664809656453
13495,Estonia,1985,male,25-34,71,118300.0,60.01690617075232
13496,Estonia,1985,male,35-54,184,187200.0,98.29059829059828
13497,Estonia,1985,male,05-14,3,114100.0,2.629272567922875
13498,Estonia,1985,male,55-74,67,99200.0,67.54032258064517
13499,Estonia,1985,male,75+,17,19400.0,87.62886597938144
13500,Estonia,1986,female,15-24,6,102900.0,5.830903790087464
13501,Estonia,1986,female,25-34,14,119900.0,11.676396997497914
13502,Estonia,1986,female,35-54,33,207500.0,15.903614457831324
13503,Estonia,1986,female,05-14,0,109500.0,0.0
13504,Estonia,1986,female,55-74,35,165600.0,21.135265700483092
13505,Estonia,1986,female,75+,25,55800.0,44.80286738351254
13506,Estonia,1986,male,15-24,22,108700.0,20.239190432382706
13507,Estonia,1986,male,25-34,64,119200.0,53.691275167785236
13508,Estonia,1986,male,35-54,139,188200.0,73.8575982996812
13509,Estonia,1986,male,05-14,2,114300.0,1.7497812773403325
13510,Estonia,1986,male,55-74,70,102000.0,68.62745098039215
13511,Estonia,1986,male,75+,13,19800.0,65.65656565656565
13512,Estonia,1987,female,15-24,6,103200.0,5.813953488372093
13513,Estonia,1987,female,25-34,8,120700.0,6.628003314001656
13514,Estonia,1987,female,35-54,24,208400.0,11.516314779270633
13515,Estonia,1987,female,05-14,0,110000.0,0.0
13516,Estonia,1987,female,55-74,36,167700.0,21.46690518783542
13517,Estonia,1987,female,75+,18,57000.0,31.578947368421055
13518,Estonia,1987,male,15-24,28,110400.0,25.362318840579707
13519,Estonia,1987,male,25-34,50,119900.0,41.70141784820684
13520,Estonia,1987,male,35-54,130,189600.0,68.56540084388186
13521,Estonia,1987,male,05-14,2,114600.0,1.7452006980802794
13522,Estonia,1987,male,55-74,75,104800.0,71.56488549618321
13523,Estonia,1987,male,75+,19,20300.0,93.59605911330048
13524,Estonia,1988,female,15-24,11,103600.0,10.617760617760618
13525,Estonia,1988,female,25-34,10,120800.0,8.27814569536424
13526,Estonia,1988,female,35-54,29,209800.0,13.822688274547188
13527,Estonia,1988,female,05-14,0,110800.0,0.0
13528,Estonia,1988,female,55-74,40,169100.0,23.654642223536367
13529,Estonia,1988,female,75+,21,58000.0,36.20689655172414
13530,Estonia,1988,male,15-24,36,111700.0,32.22918531781558
13531,Estonia,1988,male,25-34,49,120200.0,40.765391014975044
13532,Estonia,1988,male,35-54,105,191500.0,54.83028720626632
13533,Estonia,1988,male,05-14,2,115000.0,1.7391304347826089
13534,Estonia,1988,male,55-74,61,107200.0,56.90298507462686
13535,Estonia,1988,male,75+,17,20600.0,82.5242718446602
13536,Estonia,1989,female,15-24,8,103728.0,7.712478790683326
13537,Estonia,1989,female,25-34,21,119736.0,17.53858488675085
13538,Estonia,1989,female,35-54,40,211810.0,18.884849629384824
13539,Estonia,1989,female,05-14,0,111911.0,0.0
13540,Estonia,1989,female,55-74,36,169553.0,21.23229904513633
13541,Estonia,1989,female,75+,15,58795.0,25.51237350114806
13542,Estonia,1989,male,15-24,36,111833.0,32.19085600851269
13543,Estonia,1989,male,25-34,54,119624.0,45.141443188657796
13544,Estonia,1989,male,35-54,114,193887.0,58.797134413343855
13545,Estonia,1989,male,05-14,5,116043.0,4.30874761941694
13546,Estonia,1989,male,55-74,66,108790.0,60.66734074823053
13547,Estonia,1989,male,75+,13,20939.0,62.08510435073308
13548,Estonia,1990,female,15-24,6,103912.0,5.774116560166294
13549,Estonia,1990,female,25-34,13,117640.0,11.050663039782387
13550,Estonia,1990,female,35-54,37,213553.0,17.32590972732764
13551,Estonia,1990,female,05-14,0,112603.0,0.0
13552,Estonia,1990,female,55-74,38,170187.0,22.32837995851622
13553,Estonia,1990,female,75+,24,58581.0,40.96891483586828
13554,Estonia,1990,male,15-24,31,111574.0,27.78425081112087
13555,Estonia,1990,male,25-34,63,117857.0,53.45461024801243
13556,Estonia,1990,male,35-54,126,195427.0,64.47420264344231
13557,Estonia,1990,male,05-14,3,116613.0,2.5726119729361216
13558,Estonia,1990,male,55-74,70,110287.0,63.47076264654946
13559,Estonia,1990,male,75+,17,20948.0,81.15333206033989
13560,Estonia,1991,female,15-24,7,104210.0,6.71720564245274
13561,Estonia,1991,female,25-34,7,114626.0,6.10681695252386
13562,Estonia,1991,female,35-54,31,213988.0,14.486793651980486
13563,Estonia,1991,female,05-14,0,112584.0,0.0
13564,Estonia,1991,female,55-74,41,172083.0,23.82571201106443
13565,Estonia,1991,female,75+,22,57174.0,38.479028929233564
13566,Estonia,1991,male,15-24,23,110633.0,20.789457033615648
13567,Estonia,1991,male,25-34,60,115020.0,52.164840897235266
13568,Estonia,1991,male,35-54,144,195753.0,73.56209100243674
13569,Estonia,1991,male,05-14,3,116637.0,2.5720826152936036
13570,Estonia,1991,male,55-74,64,112270.0,57.0054333303643
13571,Estonia,1991,male,75+,21,20455.0,102.66438523588364
13572,Estonia,1992,female,15-24,10,103588.0,9.65362783333977
13573,Estonia,1992,female,25-34,8,110034.0,7.2704800334442075
13574,Estonia,1992,female,35-54,40,211121.0,18.94648092799864
13575,Estonia,1992,female,05-14,3,110885.0,2.7055057041078596
